Цикл;Том;Код раздела;Уникальный код раздела;Название раздела;Глава;Код дглавы;Уникальный код главы;Название главы;Номер параграфа;Название параграфа;Пункты (с-по)
БДК;Том 14;Раздел ХVII;БДК / Раздел ХVII; Влияние каузальных процессов Самосознания на динамику проявления Форм окружающей действительности;Глава 10. Динамика Пространства-Времени. «Квант смещения».;Глава 10;БДК / Раздел ХVII / Глава 10;Динамика Пространства-Времени. «Квант смещения».;14.17.10.6;"Механизм образование разнонаправленного ротационного Цикла через динамику энергоинформационного «сдвига» и информационное пространство Самосознания; возникновение иллюзии Времени с разной степенью инерционности.";16564-16565
БДК;Том 14;Раздел ХVII;БДК / Раздел ХVII; Влияние каузальных процессов Самосознания на динамику проявления Форм окружающей действительности;Глава 10. Динамика Пространства-Времени. «Квант смещения».;Глава 10;БДК / Раздел ХVII / Глава 10;Динамика Пространства-Времени. «Квант смещения».;14.17.10.7;Определение индивидуального Мира через понятия информационное пространство Самосознания, «D-брана» и «квантовое смещение».;16566-16567
БДК;Том 14;Раздел ХVII;БДК / Раздел ХVII; Влияние каузальных процессов Самосознания на динамику проявления Форм окружающей действительности;Глава 10. Динамика Пространства-Времени. «Квант смещения».;Глава 10;БДК / Раздел ХVII / Глава 10;Динамика Пространства-Времени. «Квант смещения».;14.17.10.8;Принцип частотного проявления Конфигураций НУУ-ВВУ-Форм. ? Почему мы воспринимаем окружающую действительность как единое целое, несмотря на пребывание в «своём собственном» Мире?;16568-16572
БДК;Том 14;Раздел ХVII;БДК / Раздел ХVII; Влияние каузальных процессов Самосознания на динамику проявления Форм окружающей действительности;Глава 10. Динамика Пространства-Времени. «Квант смещения».;Глава 10;БДК / Раздел ХVII / Глава 10;Динамика Пространства-Времени. «Квант смещения».;14.17.10.9;"Как понятие «D-бран» можно соотнести с понятием Пространственно-Временных Сущностей?
- динамика Конфигураций Самосознания, «геометрия» Пространства-Времени и информационное пространство Самосознания – это один сллоогрентный механизм межкачественного Синтеза
- ноовременной и временной режимы Существования объединяются, образуя соответствующую динамику Пространства-Времени
- «проецирование» Информации из Подсознание в Самосознание
- мультиполяризация «квантового смещения» по Временным Потокам и Направлениям
- пример: конфигурация магнитного поля видна с помощью железных стружек и магнита
- также и в каждом резопазоне есть соответствие: 3-4 мерность – Формо-Творцы Самосознания, 4-5 мерность – Формо-Творцы Подсознания; 5-6 мерность – Формо-Творцы Надсознания
- об МЕНТО- и АСТРО-Плазме – есть только Кармо-Плазма
- свойства Пространства-Времени: сллоогрентность, скррууллерртность и Бесконечность
- эгллеролифтивные функции чёрных дыр и квазаров
- взаимосвязь свойств Пространства и динамики Времени
- «Реакция смещения Энерго-Информации» – Инерция
- пример с «костяшками» домино
- отражение «Реакции» в виде одноразовой мгновенной «квантовой» ФПВ-ФДО-динамики, через всё бесконечное множество одноразовых ССФУ-УНГСС-смещений, за счёт одного-единственного «квантового смещения» Энерго-Информации
- о количестве Энергии необходимой нам для перефокусирования в Уровни ФЛАКС- или ВУОЛДС-Творцов
- инерционной способностью обладает только эгллеролифтивный Импульс, заложенный в ФПВ-ФДО-динамику, а сами  Формо-Творцы жёстко привязаны к сллоогрентности Пространства-Времени, структурированной Формами";16573-16592
БДК;Том 14;Раздел ХVII;БДК / Раздел ХVII; Влияние каузальных процессов Самосознания на динамику проявления Форм окружающей действительности;Глава 10. Динамика Пространства-Времени. «Квант смещения».;Глава 10;БДК / Раздел ХVII / Глава 10;Динамика Пространства-Времени. «Квант смещения».;14.17.10.10;Вопрос о связи между качественностью Мыслей и инерционностью Пространства-Времени. ? Способы творческих реализаций фокусируемых Нами Форм в условиях 3-4-5-мерных резопазонов. ;16593-16597
БДК;Том 14;Раздел ХVII;БДК / Раздел ХVII; Влияние каузальных процессов Самосознания на динамику проявления Форм окружающей действительности;Глава 10. Динамика Пространства-Времени. «Квант смещения».;Глава 10;БДК / Раздел ХVII / Глава 10;Динамика Пространства-Времени. «Квант смещения».;14.17.10.11;О наших Формах в Формо-системах 4-ой мерности. Человеческие Континуумы 4-5-й мерностей.;16598-16601
БДК;Том 14;Раздел ХVII;БДК / Раздел ХVII; Влияние каузальных процессов Самосознания на динамику проявления Форм окружающей действительности;Глава 10. Динамика Пространства-Времени. «Квант смещения».;Глава 10;БДК / Раздел ХVII / Глава 10;Динамика Пространства-Времени. «Квант смещения».;14.17.10.12;Ещё раз о «квантовой» динамике. Процесс «жгутирования» Энерго-Информации. Пример с воображаемым яблоком. О процессах «материализации» в будущем.;16602-16607
БДК;Том 14;Раздел ХVII;БДК / Раздел ХVII; Влияние каузальных процессов Самосознания на динамику проявления Форм окружающей действительности;Глава 10. Динамика Пространства-Времени. «Квант смещения».;Глава 10;БДК / Раздел ХVII / Глава 10;Динамика Пространства-Времени. «Квант смещения».;14.17.10.13;Вопрос: какую частицу окружающей нас «материальности» ты подразумеваешь под «квантом»? ? Ошибка теории суперструн. Сллоогрентность «квантового смещения» и «кванта». О нашей способности восприятия Информации из «кванта». Мы все пользуемся одним сллоогрентным «квантом».;16608-16618
БДК;Том 14;Раздел ХVII;БДК / Раздел ХVII; Влияние каузальных процессов Самосознания на динамику проявления Форм окружающей действительности;Глава 11. Уточняющие вопросы;Глава 11;БДК / Раздел ХVII / Глава 11;Уточняющие вопросы;14.17.11.1;О резопазонных между 3-ей и 4-ой мерностями «формо-частицах». Тахионы.;16619-16623
БДК;Том 14;Раздел ХVII;БДК / Раздел ХVII; Влияние каузальных процессов Самосознания на динамику проявления Форм окружающей действительности;Глава 11. Уточняющие вопросы;Глава 11;БДК / Раздел ХVII / Глава 11;Уточняющие вопросы;14.17.11.2;Природа пар частица-античастица. Пример: гравитон-гравитино.;16624-16629
БДК;Том 14;Раздел ХVII;БДК / Раздел ХVII; Влияние каузальных процессов Самосознания на динамику проявления Форм окружающей действительности;Глава 11. Уточняющие вопросы;Глава 11;БДК / Раздел ХVII / Глава 11;Уточняющие вопросы;14.17.11.3;Каждый из нас представляет собой какую-то конкретную, вечно изменяющуюся часть всеобъемлющей сллоогрентности АЙФААР-ДДИИУЙЙИ.;16630-16633
БДК;Том 14;Раздел ХVII;БДК / Раздел ХVII; Влияние каузальных процессов Самосознания на динамику проявления Форм окружающей действительности;Глава 11. Уточняющие вопросы;Глава 11;БДК / Раздел ХVII / Глава 11;Уточняющие вопросы;14.17.11.4;Ещё раз о механизме образования гравитации.;16634-16637
БДК;Том 14;Раздел ХVII;БДК / Раздел ХVII; Влияние каузальных процессов Самосознания на динамику проявления Форм окружающей действительности;Глава 11. Уточняющие вопросы;Глава 11;БДК / Раздел ХVII / Глава 11;Уточняющие вопросы;14.17.11.5;Вопрос: «кванты» разные, или это всё-таки один гигантский «квант»?;16638-16643
БДК;Том 14;Раздел ХVII;БДК / Раздел ХVII; Влияние каузальных процессов Самосознания на динамику проявления Форм окружающей действительности;Глава 11. Уточняющие вопросы;Глава 11;БДК / Раздел ХVII / Глава 11;Уточняющие вопросы;14.17.11.6;Вопрос: о мерности и протекании процессов Синтеза на Айфааре.;16644-16649
БДК;Том 14;Раздел ХVIII;БДК / Раздел ХVIII; Влияние каузальных процессов Самосознания на динамику проявления Форм окружающей действительности;Глава 11. Уточняющие вопросы;Глава 11;БДК / Раздел ХVIII / Глава 11;Уточняющие вопросы;14.17.11.7;Вопрос: какой «внешний» фактор инициирует импульс к началу «квантовых преобразований», порождающих «сдвиг» суперструн? ? Пример с «мгновениями» среднеразвитого «человека», комара, собаки, попугая и ворона. ? Об объёме Энерго-Информации в одном «мгновении» нашей ГООЛГАМАА-А. ? О необходимости глубоко понять принципы устройства Мироздания.;16650-16658
БДК;Том 14;Раздел ХVIII;БДК / Раздел ХVIII; ГЛЭИИЙО- и УДДВОО-типы мерностей, Миры, их антиподы и «анти-Миры»;Глава 1. ГЛЭИИЙО и УДДВОО мерности;Глава 1;БДК / Раздел ХVIII / Глава 1;ГЛЭИИЙО и УДДВОО мерности;14.18.1.1;Понятие аниолептических мерностей («–»). Краткое напоминание о характере аниолептической динамики. ? Об условности всех «начал» и «границ» «Диапазонов Плазменных Сил». ? Пример динамик Вторичного и Первичного состояний Энерго-Плазмы.;16659-16662
БДК;Том 14;Раздел ХVIII;БДК / Раздел ХVIII; ГЛЭИИЙО- и УДДВОО-типы мерностей, Миры, их антиподы и «анти-Миры»;Глава 1. ГЛЭИИЙО и УДДВОО мерности;Глава 1;БДК / Раздел ХVIII / Глава 1;ГЛЭИИЙО и УДДВОО мерности;14.18.1.2;Понятие катиолептических («+») и антиподных Миров. Принцип одной частоты проявления, но «противоположной» синтезированности (по отношению к «нашим» схемам Синтеза).;16663-16665
БДК;Том 14;Раздел ХVIII;БДК / Раздел ХVIII; ГЛЭИИЙО- и УДДВОО-типы мерностей, Миры, их антиподы и «анти-Миры»;Глава 1. ГЛЭИИЙО и УДДВОО мерности;Глава 1;БДК / Раздел ХVIII / Глава 1;ГЛЭИИЙО и УДДВОО мерности;14.18.1.3;Принцип образования УДДВОО («–») и ГЛЭИИЙО («+») Конфигураций – разные схемы «совместимости» Чистых Космических Качеств. Пример: сладкий торт и тайский суп «том ям».;16666-16667
БДК;Том 14;Раздел ХVIII;БДК / Раздел ХVIII; ГЛЭИИЙО- и УДДВОО-типы мерностей, Миры, их антиподы и «анти-Миры»;Глава 1. ГЛЭИИЙО и УДДВОО мерности;Глава 1;БДК / Раздел ХVIII / Глава 1;ГЛЭИИЙО и УДДВОО мерности;14.18.1.4;Одновременное и параллельное проявление «+» и «–» Конфигураций субъективно воспринимается Самосознаниями самих Форм их дуальностного проявления не в динамике Миров и Формо-систем Миров, а в группах дувуйллерртных Континуумов. Поэтому сллоогрентная динамика Пространства-Времени как бы дифференцирована на два антиподных типа одного частотного проявления – ГЛЭИИЙО и УДДВОО.;16668-16669
БДК;Том 14;Раздел ХVIII;БДК / Раздел ХVIII; ГЛЭИИЙО- и УДДВОО-типы мерностей, Миры, их антиподы и «анти-Миры»;Глава 1. ГЛЭИИЙО и УДДВОО мерности;Глава 1;БДК / Раздел ХVIII / Глава 1;ГЛЭИИЙО и УДДВОО мерности;14.18.1.5;Принцип попарного ГЛЭИИЙО и УДДВОО Направлений Синтеза для каждой Прото-Формы. Не путать с Формо-Творцами однотипных Прото-Форм, структурирующими разные протоформные Континуумы.;16670
БДК;Том 14;Раздел ХVIII;БДК / Раздел ХVIII; ГЛЭИИЙО- и УДДВОО-типы мерностей, Миры, их антиподы и «анти-Миры»;Глава 1. ГЛЭИИЙО и УДДВОО мерности;Глава 1;БДК / Раздел ХVIII / Глава 1;ГЛЭИИЙО и УДДВОО мерности;14.18.1.6;Принцип невозможности перефокусировок между одночастотными «+» и «–» Формо-Творцами, и возможность перефокусировки (посредством ООРГТМ-структуры), где данный тип Синтеза совпадает по качественности. Исполнение Закона ААКК-БРРАА.;16671-16672
БДК;Том 14;Раздел ХVIII;БДК / Раздел ХVIII; ГЛЭИИЙО- и УДДВОО-типы мерностей, Миры, их антиподы и «анти-Миры»;Глава 1. ГЛЭИИЙО и УДДВОО мерности;Глава 1;БДК / Раздел ХVIII / Глава 1;ГЛЭИИЙО и УДДВОО мерности;14.18.1.7;Роль комплиментарной Системы в перефокусировках Формо-Творцов между «+» и «–» резопазонами. Диссонационная динамика низкочастотных катиолептических «кармонаций» – это и есть элементы схем Синтеза аниолептических мерностей! Пример резонанса ЛАФ-УЙФ-ВВУ-Формы из 3-4-мерного Континуума с идентичным ей состоянием НУУ-ВВУ-ФЛАКС-Формы из 4-5-мерного Континуума. Пример синтеза Аспектов по разному «совместимых» Качеств в «+» и «–» мерностях.;16673-16678
БДК;Том 14;Раздел ХVIII;БДК / Раздел ХVIII; ГЛЭИИЙО- и УДДВОО-типы мерностей, Миры, их антиподы и «анти-Миры»;Глава 1. ГЛЭИИЙО и УДДВОО мерности;Глава 1;БДК / Раздел ХVIII / Глава 1;ГЛЭИИЙО и УДДВОО мерности;14.18.1.8;Механизм осуществления поуровневого ГЛЭИИЙО и УДДВОО кураторства. ? Пример контакта со звездолётом из нашей частотной мерности. ? О характере синтетическая динамика УДДВОО-Формо-Творцов в диапазоне 0-2 мерности.;16679-16684
БДК;Том 14;Раздел ХVIII;БДК / Раздел ХVIII; ГЛЭИИЙО- и УДДВОО-типы мерностей, Миры, их антиподы и «анти-Миры»;Глава 1. ГЛЭИИЙО и УДДВОО мерности;Глава 1;БДК / Раздел ХVIII / Глава 1;ГЛЭИИЙО и УДДВОО мерности;14.18.1.9;Имеют ли наши сны какое-то отношение к динамике УДДВОО-Формо-Творцов?;16685-16686
БДК;Том 14;Раздел ХVIII;БДК / Раздел ХVIII; ГЛЭИИЙО- и УДДВОО-типы мерностей, Миры, их антиподы и «анти-Миры»;Глава 1. ГЛЭИИЙО и УДДВОО мерности;Глава 1;БДК / Раздел ХVIII / Глава 1;ГЛЭИИЙО и УДДВОО мерности;14.18.1.10;Давайте с вами договоримся, что УДДВОО-Реальность в данном диапазоне совершенно не касается проявления ЛЛУУ-ВВУ-Форм.;16687
БДК;Том 14;Раздел ХVIII;БДК / Раздел ХVIII; ГЛЭИИЙО- и УДДВОО-типы мерностей, Миры, их антиподы и «анти-Миры»;Глава 2. «Анти-Миры» и «антивещество»;Глава 2;БДК / Раздел ХVIII / Глава 2;«Анти-Миры» и «антивещество»;14.18.2.1;Понятие «анти-Мира» и «антивещества».;16688-16689
БДК;Том 14;Раздел ХVIII;БДК / Раздел ХVIII; ГЛЭИИЙО- и УДДВОО-типы мерностей, Миры, их антиподы и «анти-Миры»;Глава 2. «Анти-Миры» и «антивещество»;Глава 2;БДК / Раздел ХVIII / Глава 2;«Анти-Миры» и «антивещество»;14.18.2.2;"Вопрос про антиматерию и энергетический эквивалент разницы потенциалов между дувуйллерртными Формо-системами:
- принципиальная разница в понимании антивещества учёными и в ИИ
- «+» и «–» Выборы осуществляются в разных объективных условиях межкачественного Синтеза Энерго-Плазмы
- субъективно мы воспринимает динамику УДДВОО-Формо-Творцов как нечто менее устойчивое, менее стабильное, более десинтезированное";16690-16694
БДК;Том 14;Раздел ХVIII;БДК / Раздел ХVIII; ГЛЭИИЙО- и УДДВОО-типы мерностей, Миры, их антиподы и «анти-Миры»;Глава 2. «Анти-Миры» и «антивещество»;Глава 2;БДК / Раздел ХVIII / Глава 2;«Анти-Миры» и «антивещество»;14.18.2.3;"Принцип взаимодополнения катиолептических и аниолептических измерений. ? «Формо-частицы» в «+» и «–» мерностях; условия перехода между ними. ? Взгляд с точки зрения теории суперсимметрии.";16695-16700
БДК;Том 14;Раздел ХVIII;БДК / Раздел ХVIII; ГЛЭИИЙО- и УДДВОО-типы мерностей, Миры, их антиподы и «анти-Миры»;Глава 2. «Анти-Миры» и «антивещество»;Глава 2;БДК / Раздел ХVIII / Глава 2;«Анти-Миры» и «антивещество»;14.18.2.4;Природа реликтового излучения.;16701-16702
БДК;Том 14;Раздел ХVIII;БДК / Раздел ХVIII; ГЛЭИИЙО- и УДДВОО-типы мерностей, Миры, их антиподы и «анти-Миры»;Глава 3. О принципах образования мерности. Сущность Времени;Глава 3;БДК / Раздел ХVIII / Глава 3;О принципах образования мерности. Сущность Времени;14.18.3.1;О разнице понятий мерность (СНОО-ССС) и пространственно-временной Континуум. СФААЙЙФФ-показатель мерности или «динамический ингредиент смещения». Пример с кинолентой.;16703-16706
БДК;Том 14;Раздел ХVIII;БДК / Раздел ХVIII; ГЛЭИИЙО- и УДДВОО-типы мерностей, Миры, их антиподы и «анти-Миры»;Глава 3. О принципах образования мерности. Сущность Времени;Глава 3;БДК / Раздел ХVIII / Глава 3;О принципах образования мерности. Сущность Времени;14.18.3.2;"Сущность Времени:
- степень инерционности Временной Сущности и связь с тензорностью
- о Формо-Творцах Временной Сущности
- степень диссонационности прямо пропорциональна «продолжительности» Времени, необходимой для устранения возникшей тензорности
- две «проекции» Субстанции Времени: ВЭН и ПЭС
- диссонационное расстояние, как состояния «до» и «после», «начала» и «конца»; дувуйллерртность и сллоогрентность Временных Сущностей
- круговорот Субстанции Времени
- противонаправленная динамика встречных Временных Потоков; возможность получать Информацию из прошлого и из будущего
- нулевой ингредиент, как механизм перепроецирования ФПВ-ФДО-динамики
- точки бифуркации
- о возможностях выбора желаемых вариантов своего «виртуального будущего»
- влияние высокоразвитых «личностей» на выбор Направления перефокусировок ПРООФФ-РРУ";16707-16723
БДК;Том 14;Раздел ХVIII;БДК / Раздел ХVIII; ГЛЭИИЙО- и УДДВОО-типы мерностей, Миры, их антиподы и «анти-Миры»;Глава 3. О принципах образования мерности. Сущность Времени;Глава 3;БДК / Раздел ХVIII / Глава 3;О принципах образования мерности. Сущность Времени;14.18.3.3;Резюме о принципах образования мерности и пример 3-4-мерных резопазонов нашей субъективной Реальности. О возможностях проявления Форм в разнокачественных ПВК.;16724-16725
БДК;Том 14;Раздел ХVIII;БДК / Раздел ХVIII; ГЛЭИИЙО- и УДДВОО-типы мерностей, Миры, их антиподы и «анти-Миры»;Глава 3. О принципах образования мерности. Сущность Времени;Глава 3;БДК / Раздел ХVIII / Глава 3;О принципах образования мерности. Сущность Времени;14.18.3.4;Мультиполяризация Направлений развития Формо-систем разнокачественных Миров. Примеры дувуйллерртного перепроецирования.;16726-16728
БДК;Том 14;Раздел ХVIII;БДК / Раздел ХVIII; ГЛЭИИЙО- и УДДВОО-типы мерностей, Миры, их антиподы и «анти-Миры»;Глава 4. Механизм образования антиподных Миров;Глава 4;БДК / Раздел ХVIII / Глава 4;Механизм образования антиподных Миров;14.18.4.1;Не все Аспекты Качеств в равной степени способны синтезироваться друг с другом – дифференциация Аспектов Качеств по степени «дуальностности». ? Структурирование Третичной Энерго-Плазмы двадцатью четырьмя основными Ветвями: интегрирующими ( эволюционными) и дифференцирующими (инволюционными). Примеры сочетаний Ветвей. ? Образование «Совмещённых» Качеств.;16729-16732
БДК;Том 14;Раздел ХVIII;БДК / Раздел ХVIII; ГЛЭИИЙО- и УДДВОО-типы мерностей, Миры, их антиподы и «анти-Миры»;Глава 4. Механизм образования антиподных Миров;Глава 4;БДК / Раздел ХVIII / Глава 4;Механизм образования антиподных Миров;14.18.4.2;СЬЮУ-ОРРТ («Силы Творческой Антипатии») и ВВОО-ЙЙФФ («Силы Творческой Симпатии»), как каталитический и ингибирующий потенциал синтетических процессов. Сродство Чистых Космических Качеств для участия в синтетических процессах. Примеры в разной степени «совместимых пар» для наших типов Миров.;16733-16737
БДК;Том 14;Раздел ХVIII;БДК / Раздел ХVIII; ГЛЭИИЙО- и УДДВОО-типы мерностей, Миры, их антиподы и «анти-Миры»;Глава 4. Механизм образования антиподных Миров;Глава 4;БДК / Раздел ХVIII / Глава 4;Механизм образования антиподных Миров;14.18.4.3;Изменение степени антиподности между Мирами при увеличении показателя мерности. Взаимосвязь категорий: Миров и анти-Миров, ГЛЭИИЙО- или УДДВОО-Миров, 3-4 и 4-5 мерных Континуумов.;16738-16739
БДК;Том 14;Раздел ХVIII;БДК / Раздел ХVIII; ГЛЭИИЙО- и УДДВОО-типы мерностей, Миры, их антиподы и «анти-Миры»;Глава 5. Вселенские механизмы связи между антиподными Мирами;Глава 5;БДК / Раздел ХVIII / Глава 5;Вселенские механизмы связи между антиподными Мирами;14.18.5.1;Об эффекте расширения Вселенной. ? Вопрос об эффекте сжатия Вселенных.;16740-16742
БДК;Том 14;Раздел ХVIII;БДК / Раздел ХVIII; ГЛЭИИЙО- и УДДВОО-типы мерностей, Миры, их антиподы и «анти-Миры»;Глава 5. Вселенские механизмы связи между антиподными Мирами;Глава 5;БДК / Раздел ХVIII / Глава 5;Вселенские механизмы связи между антиподными Мирами;14.18.5.2;Роль квазаров и чёрных дыр во взаимосвязи антиподных Миров.;16743-16747
БДК;Том 14;Раздел ХVIII;БДК / Раздел ХVIII; ГЛЭИИЙО- и УДДВОО-типы мерностей, Миры, их антиподы и «анти-Миры»;Глава 5. Вселенские механизмы связи между антиподными Мирами;Глава 5;БДК / Раздел ХVIII / Глава 5;Вселенские механизмы связи между антиподными Мирами;14.18.5.3;«Механизм» квазаров, чёрных и квантовых дыр аналогичен эффекту нулевого ингредиента. О тензорах в наших Конфигурациях.;16748-16751
БДК;Том 14;Раздел ХVIII;БДК / Раздел ХVIII; ГЛЭИИЙО- и УДДВОО-типы мерностей, Миры, их антиподы и «анти-Миры»;Глава 5. Вселенские механизмы связи между антиподными Мирами;Глава 5;БДК / Раздел ХVIII / Глава 5;Вселенские механизмы связи между антиподными Мирами;14.18.5.4;Что такое «План Творения»? Формо-Творцы всех Уровней – это проявление одной сллоогрентной Конфигурации Коллективного Космического Разума Третичной Энерго-Плазмы.;16752-16753
БДК;Том 14;Раздел ХVIII;БДК / Раздел ХVIII; ГЛЭИИЙО- и УДДВОО-типы мерностей, Миры, их антиподы и «анти-Миры»;Глава 5. Вселенские механизмы связи между антиподными Мирами;Глава 5;БДК / Раздел ХVIII / Глава 5;Вселенские механизмы связи между антиподными Мирами;14.18.5.5;«Сфероидальная геометрия» Айфаар, с позиции Й-ИИ-Фокусов.;16754-16757
БДК;Том 14;Раздел ХVIII;БДК / Раздел ХVIII; ГЛЭИИЙО- и УДДВОО-типы мерностей, Миры, их антиподы и «анти-Миры»;Глава 6. Особенности ФПВ-динамики катиолептических и аниолептических Формо-Творцов;Глава 6;БДК / Раздел ХVIII / Глава 6;Особенности ФПВ-динамики катиолептических и аниолептических Формо-Творцов;14.18.6.1;Вопрос о перефокусировках и ротационных циклах. Используемые нами НУУ-ВВУ-Формы – одноразовые! Пример с кинолентой.;16758-16768
БДК;Том 14;Раздел ХVIII;БДК / Раздел ХVIII; ГЛЭИИЙО- и УДДВОО-типы мерностей, Миры, их антиподы и «анти-Миры»;Глава 6. Особенности ФПВ-динамики катиолептических и аниолептических Формо-Творцов;Глава 6;БДК / Раздел ХVIII / Глава 6;Особенности ФПВ-динамики катиолептических и аниолептических Формо-Творцов;14.18.6.2;Влияние альфа-, бета-, тета-, дзета- и ещё нескольких типов излучений на Формы нашего проявления.;16769-16771
БДК;Том 14;Раздел ХVIII;БДК / Раздел ХVIII; ГЛЭИИЙО- и УДДВОО-типы мерностей, Миры, их антиподы и «анти-Миры»;Глава 6. Особенности ФПВ-динамики катиолептических и аниолептических Формо-Творцов;Глава 6;БДК / Раздел ХVIII / Глава 6;Особенности ФПВ-динамики катиолептических и аниолептических Формо-Творцов;14.18.6.3;"Вопрос: каким образом катиолептические Формо-Творцы могут взаимодействовать с Формо-Творцами аниолептических Формо-систем Миров?:
- пример из детства: кино в сельском клубе
- наши поступки и Выборы «здесь»  и «там»
- для нас нет разницы где фокусироваться в «+» и «–» мерностях – всё диффузгентно, главное качество Выборов
- антиподные перепроецирования происходят посмертно и по-конгломератно
- пример резонационной поляризации ФПВ-ФДО-динамики Формо-Творцов Самосознания в две антиподных Формы";16772-16784
БДК;Том 14;Раздел ХVIII;БДК / Раздел ХVIII; ГЛЭИИЙО- и УДДВОО-типы мерностей, Миры, их антиподы и «анти-Миры»;Глава 6. Особенности ФПВ-динамики катиолептических и аниолептических Формо-Творцов;Глава 6;БДК / Раздел ХVIII / Глава 6;Особенности ФПВ-динамики катиолептических и аниолептических Формо-Творцов;14.18.6.4;"Вопрос о Мыслях и Чувствах в антиподных Мирах:
- взаимосвязь с антиподными Мирами через динамику СФУУРММ-Форм ОДС и ФЛУУ-ЛУУ-комплексов, и наши психические состояния
- Формо-системы Миров и Коллективные Сознания наших ЛЛУУ-ВВУ-Форм – это фактически одно и то же
- почему надо возлюбить того, кто творит вам какое-то зло?";16785-16793
БДК;Том 14;Раздел ХVIII;БДК / Раздел ХVIII; ГЛЭИИЙО- и УДДВОО-типы мерностей, Миры, их антиподы и «анти-Миры»;Глава 6. Особенности ФПВ-динамики катиолептических и аниолептических Формо-Творцов;Глава 6;БДК / Раздел ХVIII / Глава 6;Особенности ФПВ-динамики катиолептических и аниолептических Формо-Творцов;14.18.6.5;Наше Коллективное Сознание – это и есть динамика Творческой Активности Форм всей Нашей Вселенской Сущности. Структура Формо-систем Миров низших частотных диапазонов напоминает «сферу Мёбиуса». Изменение «геометрии» Пространства-Времени посредством динамики Формо-Творцов НУУ-ВВУ-Конфигураций. Пример с пересадками между поездами, идущими в разных направлениях. Каждое мгновение вашего Существования можно сравнить со взрывом.;16794-16798
БДК;Том 14;Раздел ХVIII;БДК / Раздел ХVIII; ГЛЭИИЙО- и УДДВОО-типы мерностей, Миры, их антиподы и «анти-Миры»;Глава 6. Особенности ФПВ-динамики катиолептических и аниолептических Формо-Творцов;Глава 6;БДК / Раздел ХVIII / Глава 6;Особенности ФПВ-динамики катиолептических и аниолептических Формо-Творцов;14.18.6.6;"Ведут ли менее качественные Выборы в аниолептические мерности?:
- образование мультиполяризованного СФААЙЙФФ-состояния
- катиолептическая и аниолептическая мерности - это две разнокачественные составляющие целостного энергоинформационного Потока, уравновешенные между собой
- принцип одновременной дифференциации и интеграции любой Формы Коллективного Сознания 
- все типы творческих взаимодействий между разнокачественными НУУ-ВВУ-Формами осуществляются лишь в пределах осознаваемой группы дувуйллерртных Континуумов
- всё, что есть вокруг нас – дано нам для Синтеза
- примеры разнокачественных групп Континуумов в разных Временных Потоках
- принцип накопление энергопотенциала Формо-Творцов в выбранном Направлении
- антиподность более высоких диапазонов мерности
- все антиподности условны
- эгоизм – это способ перефокусировки в антиподные Миры
- «препятствия» на духовном Пути – попить пивка";16799-16809
БДК;Том 14;Раздел ХVIII;БДК / Раздел ХVIII; ГЛЭИИЙО- и УДДВОО-типы мерностей, Миры, их антиподы и «анти-Миры»;Глава 6. Особенности ФПВ-динамики катиолептических и аниолептических Формо-Творцов;Глава 6;БДК / Раздел ХVIII / Глава 6;Особенности ФПВ-динамики катиолептических и аниолептических Формо-Творцов;14.18.6.7;Вопрос: можно ли после серии некачественных выборов каким-то образом наверстать упущенное?;16810-16811
БДК;Том 14;Раздел ХVIII;БДК / Раздел ХVIII; ГЛЭИИЙО- и УДДВОО-типы мерностей, Миры, их антиподы и «анти-Миры»;Глава 6. Особенности ФПВ-динамики катиолептических и аниолептических Формо-Творцов;Глава 6;БДК / Раздел ХVIII / Глава 6;Особенности ФПВ-динамики катиолептических и аниолептических Формо-Творцов;14.18.6.8;"Всегда ли внутренняя психическая работа перефокусирует нас в более качественные Миры?:
- условность понятий «хорошо» и «духовно»
- пример альтернативных сценариев с Хиросимой и Нагасаки
- постараться выбрать самые универсальные, самые альтруистичные, самые духовные, самые надёжные и наиболее истинные и достоверные Представления
- о пользе духовных общепринятых практик";16812-16814
БДК;Том 14;Раздел ХVIII;БДК / Раздел ХVIII; ГЛЭИИЙО- и УДДВОО-типы мерностей, Миры, их антиподы и «анти-Миры»;Глава 6. Особенности ФПВ-динамики катиолептических и аниолептических Формо-Творцов;Глава 6;БДК / Раздел ХVIII / Глава 6;Особенности ФПВ-динамики катиолептических и аниолептических Формо-Творцов;14.18.6.9;Два «дуальностных» типа объективного Потока Энерго-Информации – «эволюционный» и «инволюционный». В каждой многомерной «точке» бирвуляртно взаимопроницаются («сходятся») множество Временных Потоков. Нельзя эти Потоки воспринимать упрощённо. Возможность перефокусирования между «инволюционной» и «эволюционной» частями общего Потока.;16815-16819
