Цикл;Том;Код раздела;Уникальный код раздела;Название раздела;Глава;Код дглавы;Уникальный код главы;Название главы;Номер параграфа;Название параграфа;Пункты (с-по)
Основы;Том 3;Раздел ХI;Основы / Раздел ХI;ЛЛУУ-ВВУ как совокупность реализационных Форм;Глава 5. Формо-дифференцирующие временные оболочки НУУ-ВУУ-Формо-Типов;Глава 5;Основы / Раздел ХI / Глава 5;Формо-дифференцирующие временные оболочки НУУ-ВУУ-Формо-Типов;3.11.5.4;Представители Косм. цивилизаций, реализующиеся через нижние и средние Уровни первой пары ИИ-Центров. Их примитивность так выражена только из-за их реализации в нашей Схеме Синтеза. Аналогично наши амплиативные Формо-Творцы в протоформных Реальностях будут выглядеть примитивно. Разнопротоформные Формо-Творцы могут схлопываться, образуя не только множество Прото-Форм, но и группы ПВК;3.0975
Основы;Том 3;Раздел ХI;Основы / Раздел ХI;ЛЛУУ-ВВУ как совокупность реализационных Форм;Глава 6. Астроплазменная лутальная Временная Эфирная Наполняющая НУУ-ВВУ-Формо-Типов ФДВО (СВУУЛЛМИИ-СВУУ-ВВУ);Глава 6;Основы / Раздел ХI / Глава 6;Астроплазменная лутальная Временная Эфирная Наполняющая НУУ-ВВУ-Формо-Типов ФДВО (СВУУЛЛМИИ-СВУУ-ВВУ);3.11.6.1;Астроплазменная и ментоплазменные лутальные ВЭН являются депендентными. Одной из составных частей Механизма эксгиберации являются кармические Каналы ИНГЛИМИЛИССА-ИИССИИДИ. Астроплазменная лутальная ВЭН не является самостоятельным эксгиберационным телом. Большая часть ее Формо-структур является общей для многих Прото-Форм данного волнового диапазона;3.0983
Основы;Том 3;Раздел ХI;Основы / Раздел ХI;ЛЛУУ-ВВУ как совокупность реализационных Форм;Глава 6. Астроплазменная лутальная Временная Эфирная Наполняющая НУУ-ВВУ-Формо-Типов ФДВО (СВУУЛЛМИИ-СВУУ-ВВУ);Глава 6;Основы / Раздел ХI / Глава 6;Астроплазменная лутальная Временная Эфирная Наполняющая НУУ-ВВУ-Формо-Типов ФДВО (СВУУЛЛМИИ-СВУУ-ВВУ);3.11.6.2;"Наличие в психике неразвитых людей мощного пласта нереализованных желаний и наклонностей животных. Приобретение Опыта протоформными Формо-Творцами через ""человеческие"" Формы. Практика трансплантации внутренних органов животных. Пример фантомных болей";3.0988
Основы;Том 3;Раздел ХI;Основы / Раздел ХI;ЛЛУУ-ВВУ как совокупность реализационных Форм;Глава 6. Астроплазменная лутальная Временная Эфирная Наполняющая НУУ-ВВУ-Формо-Типов ФДВО (СВУУЛЛМИИ-СВУУ-ВВУ);Глава 6;Основы / Раздел ХI / Глава 6;Астроплазменная лутальная Временная Эфирная Наполняющая НУУ-ВВУ-Формо-Типов ФДВО (СВУУЛЛМИИ-СВУУ-ВВУ);3.11.6.3;Наследственные взаимосвязи НУУ-ВВУ-Формы при пересадке органов от продолжающих жить Формо-Типов донора. Формо-Творцы астроплазменной лутальной ВЭН обеспечивают самовыживание всей человеческой популяции, наиболее активно проявляясь через ФД множества различных племён и народностей, как и через животных, маньяков, насильников;3.0998
Основы;Том 3;Раздел ХI;Основы / Раздел ХI;ЛЛУУ-ВВУ как совокупность реализационных Форм;Глава 7. Ментоплазменная лутальная Временная Эфирная Наполняющая НУУ-ВВУ-Формо-Типов ФДВО (ЛУУДМИИ-СВУУ-ВВУ);Глава 7;Основы / Раздел ХI / Глава 7;Ментоплазменная лутальная Временная Эфирная Наполняющая НУУ-ВВУ-Формо-Типов ФДВО (ЛУУДМИИ-СВУУ-ВВУ);3.11.7.1;Творцы ЛУУДМИИ-СВУУ-ВВУ амбигулярно «вкрапляют» (синтезируют) в свои ментоплазменные взаимосвязи наиболее коварллертные сочетания Аспектов астроплазменной ОО-УУ-Доминанты. Эти две лутальные наполняющие не являются телами;3.1008
Основы;Том 3;Раздел ХI;Основы / Раздел ХI;ЛЛУУ-ВВУ как совокупность реализационных Форм;Глава 7. Ментоплазменная лутальная Временная Эфирная Наполняющая НУУ-ВВУ-Формо-Типов ФДВО (ЛУУДМИИ-СВУУ-ВВУ);Глава 7;Основы / Раздел ХI / Глава 7;Ментоплазменная лутальная Временная Эфирная Наполняющая НУУ-ВВУ-Формо-Типов ФДВО (ЛУУДМИИ-СВУУ-ВВУ);3.11.7.2;Условия перефокусировки нашего Самосознания в ЛУУДМИИ-СВУУ-ВВУ и характеристика таких состояний. Свойства 7-8 совместных ДУУ-ЛЛИ и выше;3.1012
Основы;Том 3;Раздел ХI;Основы / Раздел ХI;ЛЛУУ-ВВУ как совокупность реализационных Форм;Глава 8. Прочие амплиативные Тела и Формы ЛЛУУ-ВВУ-Сущности;Глава 8;Основы / Раздел ХI / Глава 8;Прочие амплиативные Тела и Формы ЛЛУУ-ВВУ-Сущности;3.11.7.1;Астроплазменное Христальное Планетарное Тело НУУ-ВВУ-Формо-Типов ФДВО (СТООЛЛМИИ-СВУУ-ВВУ). Отличие от лутальных ВЭН. Первая фокусно-эфирная пара (лутальные ВЭН) - это деплиативный вариант ллууввумической эксгиберации Формо-Творцов, а вторая - амплиативный;3.1021
Основы;Том 3;Раздел ХI;Основы / Раздел ХI;ЛЛУУ-ВВУ как совокупность реализационных Форм;Глава 8. Прочие амплиативные Тела и Формы ЛЛУУ-ВВУ-Сущности;Глава 8;Основы / Раздел ХI / Глава 8;Прочие амплиативные Тела и Формы ЛЛУУ-ВВУ-Сущности;3.11.7.2;"Термин ""планетарные"" характеризует специфичность перефокусировок в рамках Планетарной Сущности ГРЭИЙСЛИИСС. Для дальнейшего развития ллууввумических Формо-Творцов выше 6.0 мерности требуются совершенно иные условия -эксгиберация в реальностях СЛИИМПФЛИИСС-Сущности";3.1027
Основы;Том 3;Раздел ХI;Основы / Раздел ХI;ЛЛУУ-ВВУ как совокупность реализационных Форм;Глава 8. Прочие амплиативные Тела и Формы ЛЛУУ-ВВУ-Сущности;Глава 8;Основы / Раздел ХI / Глава 8;Прочие амплиативные Тела и Формы ЛЛУУ-ВВУ-Сущности;3.11.7.3;Ментоплазменное Христальное Планетарное Тело НУУ-ВВУ-Формо-Типов ФДВО (УОЛДМИИ-СВУУ-ВВУ). Устремление к Духовному Служению ВСЕМУ. Общие характеристики;3.1031
Основы;Том 3;Раздел ХI;Основы / Раздел ХI;ЛЛУУ-ВВУ как совокупность реализационных Форм;Глава 8. Прочие амплиативные Тела и Формы ЛЛУУ-ВВУ-Сущности;Глава 8;Основы / Раздел ХI / Глава 8;Прочие амплиативные Тела и Формы ЛЛУУ-ВВУ-Сущности;3.11.7.4;Равносинтезированная Эквитальная ЛЛУУ-ВВУ-Форма (НИИССЛИИ-СЛИИ) - наиболее амплификационное Тело из всевозможных вариантов сллоогрентной эксгиберации ЛЛУУ-ВВУ-Сущности;3.1037
Основы;Том 3;Раздел ХI;Основы / Раздел ХI;ЛЛУУ-ВВУ как совокупность реализационных Форм;Глава 8. Прочие амплиативные Тела и Формы ЛЛУУ-ВВУ-Сущности;Глава 8;Основы / Раздел ХI / Глава 8;Прочие амплиативные Тела и Формы ЛЛУУ-ВВУ-Сущности;3.11.7.5;УРАВНОВЕШЕННАЯ ЭКСЦЕЛЬСИВНАЯ ФОРМА ЛЛУУ-ВВУ-Принципа (ААСМИИ-СЛИИ-СУУ). Возможности для эксгиберации в Пространстве-Времени аасмиической Формы Коллективного Космического Разума АИЙ-ЙЯ. Конвергенция ФД ААСМИИ-Формо-Творцов в специфические условия проявления (от 9,0 до 12,0 мерн.) Планетарных Сущностей ПРОВОУДДСС и ВРААЛСВИСС;3.1045
Основы;Том 3;Раздел ХI;Основы / Раздел ХI;ЛЛУУ-ВВУ как совокупность реализационных Форм;Глава 8. Прочие амплиативные Тела и Формы ЛЛУУ-ВВУ-Сущности;Глава 8;Основы / Раздел ХI / Глава 8;Прочие амплиативные Тела и Формы ЛЛУУ-ВВУ-Сущности;3.11.7.6;Завершение амплификационного Цикла перефокусировок в условиях ллууввумического, ллууввумически-гоолгамаааического и гоолгамаааического типов бирвуляртности «Третичной» Энерго-Плазмы. На уровне СФУУРММ-Форм ККР Каждой из Планетарных Сущностей, в Принципах Их каузальных взаимосвязей имеются существенные различия.;3.1048
Основы;Том 3;Раздел ХII;Основы / Раздел ХII;Эфирно-фокусная структура Диапазонов Плазменных Сил;Глава 1. Комплекс-Планы, План-Уровни, План-Обертоны и взаимосвязи между ними;Глава 1;Основы / Раздел ХII / Глава 1;Комплекс-Планы, План-Уровни, План-Обертоны и взаимосвязи между ними;3.12.1.1;ДПС - субъективный набор гуманационных взаимосвязей во вселенской ДДИИУЙЙИ-Сущности. Изучение ДПС будет проходить не снизу вверх, а наоборот (в квалитационной тенденции);3.1053
Основы;Том 3;Раздел ХII;Основы / Раздел ХII;Эфирно-фокусная структура Диапазонов Плазменных Сил;Глава 1. Комплекс-Планы, План-Уровни, План-Обертоны и взаимосвязи между ними;Глава 1;Основы / Раздел ХII / Глава 1;Комплекс-Планы, План-Уровни, План-Обертоны и взаимосвязи между ними;3.12.1.2;Важный вопрос наличия представлений о положительной и отрицательной мерностях. Адверсоппозиционные состояния. Функции Творцов-Астроидов и Творцов-Плазмоидов. Автор в медитации трансгрессировал всё содержание 36-мерного диапазона на множество Уровней;3.1055
Основы;Том 3;Раздел ХII;Основы / Раздел ХII;Эфирно-фокусная структура Диапазонов Плазменных Сил;Глава 1. Комплекс-Планы, План-Уровни, План-Обертоны и взаимосвязи между ними;Глава 1;Основы / Раздел ХII / Глава 1;Комплекс-Планы, План-Уровни, План-Обертоны и взаимосвязи между ними;3.12.1.3;12 Диапазонов, Комплекс-Планов, План-Уровней;3.1065
Основы;Том 3;Раздел ХII;Основы / Раздел ХII;Эфирно-фокусная структура Диапазонов Плазменных Сил;Глава 1. Комплекс-Планы, План-Уровни, План-Обертоны и взаимосвязи между ними;Глава 1;Основы / Раздел ХII / Глава 1;Комплекс-Планы, План-Уровни, План-Обертоны и взаимосвязи между ними;3.12.1.4;"Важной особенностью образования и взаимодействия этих Формо-структур Энерго-Плазмы. Конфигурационная альтитудность ФД. Задача деплиативных тенденций - дисбалансировать взаимосвязи ДПС. Распаковка эфирных ""проекций"" нашей Вселенской Сущностью";3.1066
Основы;Том 3;Раздел ХII;Основы / Раздел ХII;Эфирно-фокусная структура Диапазонов Плазменных Сил;Глава 1. Комплекс-Планы, План-Уровни, План-Обертоны и взаимосвязи между ними;Глава 1;Основы / Раздел ХII / Глава 1;Комплекс-Планы, План-Уровни, План-Обертоны и взаимосвязи между ними;3.12.1.5;Субтеррансивная деформация амплиативной Информации начинается в Космическом Комплекс-Плане. Свойства Дезинтеграционного ДПС. Потенциальная проявленность Формо-структур всех ДПС в любой локальной точке проявления Формо-Творцов, пример Эфирного ДПС. Субъективность оценки признаков всех рассматриваемых Уровней;3.1068
Основы;Том 3;Раздел ХII;Основы / Раздел ХII;Эфирно-фокусная структура Диапазонов Плазменных Сил;Глава 1. Комплекс-Планы, План-Уровни, План-Обертоны и взаимосвязи между ними;Глава 1;Основы / Раздел ХII / Глава 1;Комплекс-Планы, План-Уровни, План-Обертоны и взаимосвязи между ними;3.12.1.6;Детальная классификация необходима для тех, кто будет субтеррансивно находить новую Информацию в Медитации. Как соотносятся ДПС и ОО-УУ. ДПС - это результат амбигулярных взаимодействий групп ЧКК. Гуманационная амицирация;3.1077
Основы;Том 3;Раздел ХII;Основы / Раздел ХII;Эфирно-фокусная структура Диапазонов Плазменных Сил;Глава 1. Комплекс-Планы, План-Уровни, План-Обертоны и взаимосвязи между ними;Глава 1;Основы / Раздел ХII / Глава 1;Комплекс-Планы, План-Уровни, План-Обертоны и взаимосвязи между ними;3.12.1.7;Наши возможности оценки всего множества взаимосвязей внутри каждой из групп ЧКК (взаимосвязи между обертонами, подобертонами). Процесс формирования взаимосвязей в ллууввумической Схеме Синтеза 3-4 мерности и выход к процессам синтеза третьей Доминанты. Причины нарушения коварллертного присоединения Аспектов разных ЧКК;3.1084
Основы;Том 3;Раздел ХII;Основы / Раздел ХII;Эфирно-фокусная структура Диапазонов Плазменных Сил;Глава 1. Комплекс-Планы, План-Уровни, План-Обертоны и взаимосвязи между ними;Глава 1;Основы / Раздел ХII / Глава 1;Комплекс-Планы, План-Уровни, План-Обертоны и взаимосвязи между ними;3.12.1.8;Оценка Творческой Активности всегда очень условна. Может показаться, что у ДПС вообще нет структуры. В нашей с-Реальности мы привыкли, что Форма Самосознания  вовсе не должна раскрывать свою субтеррансивную Суть;3.1091
Основы;Том 3;Раздел ХII;Основы / Раздел ХII;Эфирно-фокусная структура Диапазонов Плазменных Сил;Глава 2. ДПС и их бесконечные трансформации при померностной амицирации;Глава 2;Основы / Раздел ХII / Глава 2;ДПС и их бесконечные трансформации при померностной амицирации;3.12.2.1;ДПС не могут напрямую проявиться в 1, 2, 3 Энерго-Плазме, как Надсознание не может проявиться в Подсознании и личностном Самосознании. Функции Формо-Творцов ТУУ-ЛЛТ-ТУУ можно принципиально сравнить с функциями Формо-Творцов регуляторов ДНК;3.1096
Основы;Том 3;Раздел ХII;Основы / Раздел ХII;Эфирно-фокусная структура Диапазонов Плазменных Сил;Глава 2. ДПС и их бесконечные трансформации при померностной амицирации;Глава 2;Основы / Раздел ХII / Глава 2;ДПС и их бесконечные трансформации при померностной амицирации;3.12.2.2;Аналог генотипа для нашей Вселенской Сущности. ДДИИУЙЙИ можно соотнести со сверхразвитой Человеческой Личностью. ТУУ-ЛЛТ-ТУУ – это самая глубинная, субтеррансивная часть ф-Конфигурации данной Вселенской Сущности. Фокусная Динамика Формо-Творцов Межгалактических Комплекс-Планов;3.1099
Основы;Том 3;Раздел ХII;Основы / Раздел ХII;Эфирно-фокусная структура Диапазонов Плазменных Сил;Глава 2. ДПС и их бесконечные трансформации при померностной амицирации;Глава 2;Основы / Раздел ХII / Глава 2;ДПС и их бесконечные трансформации при померностной амицирации;3.12.2.3;ЙЙЮУЛЛУЙГ-Формы представляют собой универсальные базовые кодировки ССУУ-СС-ВУУ-Сферы Творчества. Возможности перефокусировок в другие типы Вселенных. Разно-Качественные Аспекты Чистых Качеств структурируют АЙФААР. Первичная Иллюзия Творения данной Вселенной» (ОИЙАООММ) и проявление всего остального Самосознания;3.1106
Основы;Том 3;Раздел ХII;Основы / Раздел ХII;Эфирно-фокусная структура Диапазонов Плазменных Сил;Глава 2. ДПС и их бесконечные трансформации при померностной амицирации;Глава 2;Основы / Раздел ХII / Глава 2;ДПС и их бесконечные трансформации при померностной амицирации;3.12.2.4;ККР Трансформирующего Комплекс-Плана (ЛЛООУЙ-СС-ММ) образован взаимодействиями Формо-Творцов двенадцати Секторов Качеств (зиллионы Галактических Сущностей). Космические План-Уровни (ССОУЛГ-СС-СТ) обеспечивают Механизм эксгиберации Вторичной Иллюзии Творения данной Вселенной (УИЙУВИИММ), а План-Обертоны - Третичной Иллюзии (АИЙЯЛУУММ);3.1111
Основы;Том 3;Раздел ХII;Основы / Раздел ХII;Эфирно-фокусная структура Диапазонов Плазменных Сил;Глава 2. ДПС и их бесконечные трансформации при померностной амицирации;Глава 2;Основы / Раздел ХII / Глава 2;ДПС и их бесконечные трансформации при померностной амицирации;3.12.2.5;Смысл термина Иллюзия. Мы можем воспринимать не саму Энерго-Плазму, а лишь фокусные отражения проекций Формо- и Инфо-Творцов (Иллюзию). Все Уровни структурированы той же самой Энерго-Информацией. В чем необходимость разных ЗКК?;3.1113
Основы;Том 3;Раздел ХII;Основы / Раздел ХII;Эфирно-фокусная структура Диапазонов Плазменных Сил;Глава 2. ДПС и их бесконечные трансформации при померностной амицирации;Глава 2;Основы / Раздел ХII / Глава 2;ДПС и их бесконечные трансформации при померностной амицирации;3.12.2.6;Особенности Межвселенских Сущностей. Отличия между ЙЙЮУЛЛУЙГ- и ССНУУЙЛЛ-Формами, их проявление в разных Вселенских Сущностях. Последовательная конкатенация Формо-Творцов между разными Уровнями Энерго-Плазмы (Первичная, Вторичная, Третичная). Примеры фазовых переходов между состояниями;3.1116
Основы;Том 3;Раздел ХII;Основы / Раздел ХII;Эфирно-фокусная структура Диапазонов Плазменных Сил;Глава 2. ДПС и их бесконечные трансформации при померностной амицирации;Глава 2;Основы / Раздел ХII / Глава 2;ДПС и их бесконечные трансформации при померностной амицирации;3.12.2.7;36 Идиопатических Мультимодусов Чистых Качеств (КСТАЙЙ-СС-ТАА) Первичной Энерго-Плазмы. 12 Пар Совмещенных ЧК (24 ЭИ-ЙЙ-УИ-ЙЙ) для Вторичной Энерго-Плазмы и 12 ЧКК для Первичной Энерго-Плазмы;3.1123
Основы;Том 3;Раздел ХII;Основы / Раздел ХII;Эфирно-фокусная структура Диапазонов Плазменных Сил;Глава 2. ДПС и их бесконечные трансформации при померностной амицирации;Глава 2;Основы / Раздел ХII / Глава 2;ДПС и их бесконечные трансформации при померностной амицирации;3.12.2.8;Детали образования групп Космических Качеств в разных мерностных Диапазонах. В Третичной Энерго-Плазме ллууввумически-гоолгамаааический тип бирвуляртности сохраняется только при устойчивом инвадерентном синтезе двух наших Доминант. Первый и второй Амплификационные Круги;3.1125
Основы;Том 3;Раздел ХII;Основы / Раздел ХII;Принцип Диффузгентности в формировании Фокусных Динамик Формо-Творцов ллууввумической Схемы Синтеза;Глава 2. ДПС и их бесконечные трансформации при померностной амицирации;Глава 2;Основы / Раздел ХII / Глава 2;ДПС и их бесконечные трансформации при померностной амицирации;3.12.2.9;Нарушение закона коммутации при синтезе двух наших Доминантных ЧКК, и еще более сложные интеграционные сложности во Вторичной Энерго-Плазме. Качественные Круги во Вторичной Энерго-Плазме. Образование 12 Гармонических Пар «Вторичной» Энерго-Плазмы нашей ДДИИУЙЙИ;3.1128
Основы;Том 3;Раздел ХII;Основы / Раздел ХII;Принцип Диффузгентности в формировании Фокусных Динамик Формо-Творцов ллууввумической Схемы Синтеза;Глава 2. ДПС и их бесконечные трансформации при померностной амицирации;Глава 2;Основы / Раздел ХII / Глава 2;ДПС и их бесконечные трансформации при померностной амицирации;3.12.2.10;Сочетания 12 Гармоничных Пар Качеств для других типов Вселенских Сущностей;3.1134
Основы;Том 3;Раздел ХII;Основы / Раздел ХII;Принцип Диффузгентности в формировании Фокусных Динамик Формо-Творцов ллууввумической Схемы Синтеза;Глава 3. «СЕКТОРА», «ПОДСЕКТОРА», «ПОТОКИ» и «ЛУЧИ» сочетаний Чистых Космических Качеств. Общий Принцип образования Вселенской Кармы;Глава 3;Основы / Раздел ХII / Глава 3;«СЕКТОРА», «ПОДСЕКТОРА», «ПОТОКИ» и «ЛУЧИ» сочетаний Чистых Космических Качеств. Общий Принцип образования Вселенской Кармы;3.12.3.1;Сектора - это 12 типов эфирных взаимосвязей для Комплекс-Планов. ЧКК ни с чем не взаимодействуют, оставаясь эталонно неизменными, а наши Формо-Творцы манипулируют лишь проекциями под-…под-Аспектов. Схема сочетаний межскунккциональных взаимосвязей во Вторичной-Первичной Энерго-Плазме - Секторы ЧКК;3.1137
Основы;Том 3;Раздел ХII;Основы / Раздел ХII;Принцип Диффузгентности в формировании Фокусных Динамик Формо-Творцов ллууввумической Схемы Синтеза;Глава 3. «СЕКТОРА», «ПОДСЕКТОРА», «ПОТОКИ» и «ЛУЧИ» сочетаний Чистых Космических Качеств. Общий Принцип образования Вселенской Кармы;Глава 3;Основы / Раздел ХII / Глава 3;«СЕКТОРА», «ПОДСЕКТОРА», «ПОТОКИ» и «ЛУЧИ» сочетаний Чистых Космических Качеств. Общий Принцип образования Вселенской Кармы;3.12.3.2;"12 типов ДДИИУЙЙИ-Сущностей в 12-ти Секторах Качеств. Содержимое каждого Сектора распылено в информационном пространстве общего Содержимого. Сектора можно сравнить с Подсознанием и Надсознанием ""личности"". Что не обходимо 36-мерной Вселенской Сущности для перефокусировки в 48-мерную. Интержекты ЧКК выше Первичной Энерго-Плазмы";3.1144
Основы;Том 3;Раздел ХII;Основы / Раздел ХII;Принцип Диффузгентности в формировании Фокусных Динамик Формо-Творцов ллууввумической Схемы Синтеза;Глава 3. «СЕКТОРА», «ПОДСЕКТОРА», «ПОТОКИ» и «ЛУЧИ» сочетаний Чистых Космических Качеств. Общий Принцип образования Вселенской Кармы;Глава 3;Основы / Раздел ХII / Глава 3;«СЕКТОРА», «ПОДСЕКТОРА», «ПОТОКИ» и «ЛУЧИ» сочетаний Чистых Космических Качеств. Общий Принцип образования Вселенской Кармы;3.12.3.3;"Каждый из 12 Секторов структурирован 12-ю Подсекторами. Подсектора можно сравнить с ""личностным"" Самосознанием ""личности"". Активность Инфо-Творцов Подсекторов обеспечена взаимосвязями с Аспектами Потоков ЧКК";3.1151
Основы;Том 3;Раздел ХII;Основы / Раздел ХII;Принцип Диффузгентности в формировании Фокусных Динамик Формо-Творцов ллууввумической Схемы Синтеза;Глава 3. «СЕКТОРА», «ПОДСЕКТОРА», «ПОТОКИ» и «ЛУЧИ» сочетаний Чистых Космических Качеств. Общий Принцип образования Вселенской Кармы;Глава 3;Основы / Раздел ХII / Глава 3;«СЕКТОРА», «ПОДСЕКТОРА», «ПОТОКИ» и «ЛУЧИ» сочетаний Чистых Космических Качеств. Общий Принцип образования Вселенской Кармы;3.12.3.4;Структура Межгалактических Комплекс-Планов (повторение). Начиная с Буддхического Комплекс-Плана начинается эксгиберация в УПДИ-динамике Вторичной-Четвертичной Энерго-Плазмы;3.1154
Основы;Том 3;Раздел ХII;Основы / Раздел ХII;Принцип Диффузгентности в формировании Фокусных Динамик Формо-Творцов ллууввумической Схемы Синтеза;Глава 3. «СЕКТОРА», «ПОДСЕКТОРА», «ПОТОКИ» и «ЛУЧИ» сочетаний Чистых Космических Качеств. Общий Принцип образования Вселенской Кармы;Глава 3;Основы / Раздел ХII / Глава 3;«СЕКТОРА», «ПОДСЕКТОРА», «ПОТОКИ» и «ЛУЧИ» сочетаний Чистых Космических Качеств. Общий Принцип образования Вселенской Кармы;3.12.3.5;"Механизм преобразований происходит также посредством ""Лучей"". Первичных Формо-Творцов можно назвать посредниками между Вторичными Формо-Творцами и Разумом Айфаар. Именно здесь формируется Космическая Казуальность. Особенности казуальных взаимосвязей нашей Вселенской Сущности с другими Сущностями";3.1157
Основы;Том 3;Раздел ХII;Основы / Раздел ХII;Принцип Диффузгентности в формировании Фокусных Динамик Формо-Творцов ллууввумической Схемы Синтеза;Глава 3. «СЕКТОРА», «ПОДСЕКТОРА», «ПОТОКИ» и «ЛУЧИ» сочетаний Чистых Космических Качеств. Общий Принцип образования Вселенской Кармы;Глава 3;Основы / Раздел ХII / Глава 3;«СЕКТОРА», «ПОДСЕКТОРА», «ПОТОКИ» и «ЛУЧИ» сочетаний Чистых Космических Качеств. Общий Принцип образования Вселенской Кармы;3.12.3.6;"Функциональные особенности ""Потоков"" и ""Лучей"". Трансляция ""ПРИНЦИПИАЛЬНОГО ПЛАНА ТВОРЕНИЯ"" в Третичную Энерго-Плазму с помощью ""Лучей"" ЧКК. Потенциальное Состояние Информации всегда остаётся неизменным вне зависимости от инерционности Формо-Творцов";3.1162
Основы;Том 3;Раздел ХII;Основы / Раздел ХII;Принцип Диффузгентности в формировании Фокусных Динамик Формо-Творцов ллууввумической Схемы Синтеза;Глава 4. Межгалактические Комплекс-Планы ССУУ-СС-ВУУ-Сферы Творчества АИЙ-ЙЯ;Глава 4;Основы / Раздел ХII / Глава 4;Межгалактические Комплекс-Планы ССУУ-СС-ВУУ-Сферы Творчества АИЙ-ЙЯ;3.12.4.1;Мысль и чувство представляют собой неразделимые компоненты единого Процесса Синтеза. Суть Стабилизационного и Трансмутационного Комплекс-Планов. Нюансы табличных данных этих Комплекс-Планов. Составляющие нашей психики никогда не выражаются по отдельности. Примеры других Прото-Форм;3.1165
Основы;Том 3;Раздел ХII;Основы / Раздел ХII;Принцип Диффузгентности в формировании Фокусных Динамик Формо-Творцов ллууввумической Схемы Синтеза;Глава 4. Межгалактические Комплекс-Планы ССУУ-СС-ВУУ-Сферы Творчества АИЙ-ЙЯ;Глава 4;Основы / Раздел ХII / Глава 4;Межгалактические Комплекс-Планы ССУУ-СС-ВУУ-Сферы Творчества АИЙ-ЙЯ;3.12.4.2;В высоких Уровнях эксгиберации ККР ничего не напоминает такие состояния как мышление и чувствование. Пора вам перестать наделять высокие Уровни Творчества ККР нашими примитивными Представлениями;3.1171
Основы;Том 3;Раздел ХII;Основы / Раздел ХII;Принцип Диффузгентности в формировании Фокусных Динамик Формо-Творцов ллууввумической Схемы Синтеза;Глава 4. Межгалактические Комплекс-Планы ССУУ-СС-ВУУ-Сферы Творчества АИЙ-ЙЯ;Глава 4;Основы / Раздел ХII / Глава 4;Межгалактические Комплекс-Планы ССУУ-СС-ВУУ-Сферы Творчества АИЙ-ЙЯ;3.12.4.3;Таблица эксгиберации всех Внутривселенских Комплекс-Планов;3.1174
Основы;Том 3;Раздел ХII;Основы / Раздел ХII;Принцип Диффузгентности в формировании Фокусных Динамик Формо-Творцов ллууввумической Схемы Синтеза;Глава 5. Космические План-Уровни НАА-ГЛЛИИ-УУ-Сферы Творчества АИЙ-ЙЯ;Глава 5;Основы / Раздел ХII / Глава 5;Космические План-Уровни НАА-ГЛЛИИ-УУ-Сферы Творчества АИЙ-ЙЯ;3.12.5.1;НАА-ГЛЛИИ-УУ-Сферы отражают Фокусную Динамику Галактических ССЛОО-СС-СНАА-Творцов. Между План-Уровнями нет очерёдности. Первые шесть План-Уровней осуществляют деятельность с Первичными Творцами и другими Вселенскими Сущностями;3.1175
Основы;Том 3;Раздел ХII;Основы / Раздел ХII;Принцип Диффузгентности в формировании Фокусных Динамик Формо-Творцов ллууввумической Схемы Синтеза;Глава 5. Космические План-Уровни НАА-ГЛЛИИ-УУ-Сферы Творчества АИЙ-ЙЯ;Глава 5;Основы / Раздел ХII / Глава 5;Космические План-Уровни НАА-ГЛЛИИ-УУ-Сферы Творчества АИЙ-ЙЯ;3.12.5.2;Вторичная Иллюзия начинается с Буддхического План-Уровня. Тормозящее влияние Механизма инерционности.  Интерстицивные Сферы - механизмы Вторичных Творцов для понижения инерции восприятия Первичных Творцов. Пример с приготовлением блюда по телевизору;3.1179
Основы;Том 3;Раздел ХII;Основы / Раздел ХII;Принцип Диффузгентности в формировании Фокусных Динамик Формо-Творцов ллууввумической Схемы Синтеза;Глава 5. Космические План-Уровни НАА-ГЛЛИИ-УУ-Сферы Творчества АИЙ-ЙЯ;Глава 5;Основы / Раздел ХII / Глава 5;Космические План-Уровни НАА-ГЛЛИИ-УУ-Сферы Творчества АИЙ-ЙЯ;3.12.5.3;ЛЛА-ИЙЙСС- и УЮЙЙ-ССС-Творцы структурируют Стабилизационный План-Уровень. Табличные данные Космических План-Уровней;3.1185
Основы;Том 3;Раздел ХII;Основы / Раздел ХII;Принцип Диффузгентности в формировании Фокусных Динамик Формо-Творцов ллууввумической Схемы Синтеза;Глава 6. План-Обертоны ЭИЙГ-СС-МИИ-Сферы Творчества АИЙ-ЙЯ;Глава 6;Основы / Раздел ХII / Глава 6;План-Обертоны ЭИЙГ-СС-МИИ-Сферы Творчества АИЙ-ЙЯ;3.12.6.1;Разделение План-Уровней на План-Обертоны. Дифференциация Буддхического План-Обертона. СЛАА-СС-МИИ-Творцы Высших Уровней План-Обертонов. Искажения ЛЛААСС-Форм в ЭИЙГ-СС-МИИ-Сфере Космотворчества, увеличение инерционности, диссонационных расстояний;3.1189
